1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
630,0,1,Av,495,Alq,135,0,None,0,630,TA,1890.0,21.0,0.0,0,7,4,630,1972,1972,81000
827,834,3,Av,385,Glq,70,550,Rfn,1996,1661,Gd,10667.0,43.0,0.0,61,6,7,799,1996,1996,212000
734,0,2,No,0,Unf,648,440,None,1990,1118,TA,4400.0,40.0,0.0,0,8,6,648,1920,1950,116000
904,0,2,No,0,Unf,884,180,Unf,1926,904,TA,6000.0,50.0,0.0,0,7,6,884,1926,2004,119000
694,0,0,No,365,Lwq,75,352,Unf,1990,694,Gd,4280.0,40.0,0.0,0,6,5,440,1913,2002,90350
684,512,3,Mn,0,Unf,684,528,Unf,2005,1196,Gd,12354.0,67.0,0.0,46,8,6,684,1920,2000,110000
2402,0,2,Gd,1767,Glq,788,672,Fin,2008,2402,Ex,15431.0,105.0,200.0,72,5,10,3094,2008,2008,555000
1440,0,4,No,133,Alq,1307,0,None,0,1440,Fa,12108.0,92.0,270.0,0,4,4,1440,1955,1955,118000
1128,445,3,No,0,Unf,1078,360,Unf,1930,1573,TA,6240.0,52.0,0.0,0,7,5,1078,1930,1992,162900
1258,0,2,Av,0,Unf,1258,648,Fin,2007,1258,Gd,3922.0,53.0,72.0,16,5,7,1258,2006,2007,172500
933,975,4,No,642,Glq,273,493,Unf,1994,1908,Gd,8750.0,70.0,0.0,133,5,7,915,1994,1995,210000
1689,0,3,No,0,Unf,1436,480,Unf,1956,1689,TA,9855.0,73.0,0.0,0,5,6,1436,1956,1956,127500
1888,0,2,No,247,None,557,578,Fin,1966,1888,Gd,16492.0,137.0,0.0,0,6,6,1517,1966,2002,190000
956,930,0,No,0,Unf,930,431,Fin,1998,1886,Gd,11214.0,69.0,0.0,0,5,7,930,1998,1999,199900
780,596,3,No,0,Unf,780,198,Unf,1937,1376,TA,8600.0,50.0,0.0,0,6,6,780,1937,1950,119500
679,504,2,No,331,Alq,318,308,Unf,1981,1183,TA,6000.0,50.0,0.0,176,7,3,649,1948,2002,120000
813,0,2,No,0,Unf,813,270,Unf,1932,813,Gd,5684.0,70.0,0.0,113,8,6,813,1930,2005,110000
1533,0,2,Gd,655,Alq,878,576,Unf,1975,1533,Gd,37567.64000000022,62.0,0.0,54,5,7,1533,1975,1975,280000
888,868,3,No,742,Alq,130,422,Fin,1996,1756,TA,9303.0,69.0,42.0,122,5,6,872,1996,1997,204000
786,0,3,No,0,Unf,768,676,Rfn,2008,1590,Gd,9000.0,75.0,0.0,30,5,8,768,2008,2008,210000
1728,0,4,No,1606,Alq,122,560,Unf,1976,1728,TA,9297.0,63.0,0.0,0,5,5,1728,1976,1976,188000
1242,0,3,No,916,Alq,326,528,Unf,1973,1242,TA,9600.0,80.0,320.0,0,6,7,1242,1973,1973,175500
624,720,4,No,0,Unf,624,513,Unf,1916,1344,TA,4571.0,34.0,0.0,0,5,5,624,1916,1950,98000
1663,0,2,Gd,1116,Blq,248,529,None,1954,1663,Gd,37567.64000000022,69.0,0.0,137,6,4,1364,1954,1994,256000
833,833,3,No,0,Unf,588,228,Unf,1925,1666,Gd,5100.0,69.0,0.0,63,7,8,588,1925,1996,161000
979,224,3,No,185,Lwq,524,352,Unf,1950,1203,Gd,7015.0,69.0,161.0,0,4,5,709,1950,1950,110000
832,1103,3,No,544,Glq,288,552,Fin,2009,1935,TA,8004.0,75.0,110.0,150,5,8,832,2009,2009,263435
575,560,3,No,350,Alq,0,576,Rfn,1971,1135,Gd,7200.0,60.0,0.0,0,9,7,560,1936,2007,155000
864,0,3,No,553,Rec,0,360,Unf,1965,864,TA,8281.0,60.0,0.0,0,5,5,864,1965,1965,62383
849,811,3,No,326,Lwq,389,240,Unf,1939,1660,TA,11988.0,74.0,0.0,0,7,6,715,1934,1995,188700
1040,0,3,No,616,Rec,424,0,None,0,1040,TA,8430.0,60.0,136.0,0,5,5,1040,1978,1978,124000
1414,0,2,No,0,Unf,1375,398,Fin,2004,1414,Gd,3072.0,69.0,18.0,20,5,7,1375,2004,2004,178740
1277,0,2,Gd,778,Glq,499,526,Unf,1970,1277,TA,10628.0,85.0,0.0,0,5,7,1277,1970,1970,167000
888,0,3,No,386,Lwq,342,312,Unf,1942,1644,Gd,9480.0,79.0,224.0,0,7,5,728,1942,1995,146500
1634,0,3,No,0,Unf,1626,866,None,2006,1634,Gd,11428.0,98.0,248.0,44,5,8,1626,2006,2006,250000
832,878,3,No,426,Glq,406,506,Rfn,1993,1710,Gd,9291.0,76.0,120.0,70,5,6,832,1993,1993,187000
1502,0,1,Av,368,Glq,0,528,Rfn,1985,1502,Gd,6820.0,69.0,0.0,54,5,8,1488,1985,1985,212000
1161,808,3,No,0,Unf,808,534,Rfn,1977,1969,TA,11952.0,92.0,0.0,0,6,7,808,1977,1977,190000
1072,0,2,Gd,459,None,88,525,None,2005,1072,TA,3675.0,35.0,80.0,28,5,6,547,2005,2005,148000
1976,0,2,Gd,1350,None,626,908,Rfn,2006,1976,Gd,14977.0,110.0,304.0,63,5,8,1976,2006,2007,440000
1652,0,2,Av,1196,Glq,298,499,Rfn,2000,1652,Ex,5330.0,41.0,0.0,48,5,8,1494,2000,2000,251000
970,0,2,No,630,Glq,340,624,Unf,1996,970,TA,8480.0,80.0,0.0,24,6,5,970,1963,1963,132500
1493,0,0,Gd,994,Glq,484,508,Fin,1997,1493,Gd,13125.0,75.0,215.0,39,5,6,1478,1997,1998,208900
2069,574,3,Av,0,Unf,2153,694,Fin,2006,2643,Ex,13693.0,105.0,772.0,84,5,9,2153,2006,2006,380000
1718,0,3,Gd,1288,Glq,417,826,Rfn,2007,1718,Gd,10637.0,79.0,336.0,44,5,8,1705,2007,2008,297000
1131,0,0,No,168,Rec,739,672,Unf,1995,1131,TA,5925.0,50.0,435.0,72,7,4,907,1937,2000,89471
1850,0,3,Gd,1261,Glq,572,772,Fin,2004,1850,Gd,16033.0,98.0,378.0,112,5,9,1833,2004,2005,326000
1792,0,2,Gd,1567,Glq,225,874,Fin,2003,1792,Ex,11846.0,72.0,562.0,49,5,9,1792,2003,2004,374000
916,0,4,No,299,Alq,611,164,Unf,1915,1826,Ex,2500.0,50.0,0.0,0,8,7,910,1915,2005,155000
1216,0,2,No,897,Glq,319,402,Unf,1998,1216,TA,4500.0,32.0,116.0,125,5,6,1216,1998,1998,164000
999,0,3,No,588,Alq,411,264,Unf,1963,999,Gd,7758.0,69.0,0.0,132,7,5,999,1962,2001,132500
1113,0,3,No,607,Alq,506,264,Unf,1950,1113,Gd,9600.0,80.0,0.0,80,7,5,1113,1950,2007,147000
1073,0,3,No,836,Alq,237,515,Rfn,1965,1073,TA,10289.0,79.0,168.0,0,7,5,1073,1965,1965,156000
1484,0,3,Av,998,Alq,486,487,Unf,1971,1484,TA,12243.0,70.0,0.0,0,6,5,1484,1971,1971,175000
1766,648,3,No,664,Blq,290,520,None,1970,2414,TA,10800.0,60.0,0.0,0,4,5,954,1900,1970,160000
630,0,0,Av,515,Glq,115,286,Unf,1970,630,Gd,1526.0,21.0,0.0,0,8,4,630,1970,2002,86000
616,688,3,Mn,0,Unf,264,336,Fin,1976,1304,TA,2665.0,69.0,0.0,24,6,5,264,1976,1976,115000
958,620,3,No,403,Blq,238,240,Unf,1941,1578,Fa,9490.0,79.0,0.0,0,7,6,806,1941,1950,133000
728,728,3,No,0,Unf,728,429,Rfn,2006,1456,TA,15578.0,105.0,0.0,0,5,6,728,2006,2006,172785
1269,0,3,No,374,Blq,363,308,Unf,1964,1269,TA,7931.0,70.0,0.0,0,6,5,1269,1960,1960,155000
886,0,2,No,0,Unf,190,273,Unf,1938,886,TA,5784.0,50.0,0.0,20,8,5,190,1938,1996,91300
720,0,2,No,495,Rec,225,0,None,0,720,TA,7879.0,60.0,0.0,523,5,4,720,1920,1950,34900
3228,0,0,No,1231,Glq,1969,546,None,1992,3228,Gd,12692.0,69.0,0.0,75,5,8,3200,1992,1993,430000
1133,687,4,No,329,Rec,697,240,Unf,1925,1820,TA,9120.0,60.0,0.0,100,6,7,1026,1925,1950,184000
899,0,3,No,450,Alq,414,288,Fin,1967,899,Gd,7800.0,65.0,89.0,0,7,5,864,1967,2004,130000
912,0,2,No,111,Blq,522,297,Fin,1958,912,TA,7535.0,70.0,0.0,285,7,5,912,1958,1985,120000
672,546,3,No,356,Blq,316,264,Unf,1973,1218,TA,1890.0,21.0,285.0,28,5,6,672,1973,1973,113000
866,902,3,No,400,Glq,466,603,Rfn,2005,1768,Gd,9803.0,75.0,0.0,108,5,7,866,2005,2005,226700
1214,0,2,No,698,Alq,420,461,Unf,1965,1214,TA,9170.0,70.0,0.0,0,7,5,1214,1965,1965,140000
1801,0,1,No,1247,Alq,254,484,Fin,1959,1801,TA,15602.0,100.0,0.0,54,8,7,1501,1959,1997,289000
855,0,3,No,257,Alq,103,440,Unf,1974,1322,TA,2308.0,24.0,0.0,0,5,6,855,1974,1974,147000
960,1000,4,No,0,Unf,960,400,Unf,1952,1960,TA,7596.0,60.0,360.0,0,5,5,960,1952,1952,124500
1065,846,3,No,380,None,397,471,Rfn,1993,1911,Gd,9554.0,80.0,125.0,81,5,8,777,1993,1994,215000
1218,0,2,No,27,Glq,1191,676,Fin,2009,1218,Gd,7862.0,75.0,0.0,102,5,6,1218,2009,2009,208300
689,689,3,No,141,Rec,548,360,Unf,1928,1378,Gd,9600.0,60.0,0.0,0,9,7,689,1928,2005,161000
1041,0,3,No,991,Alq,50,270,Rfn,1959,1041,TA,9600.0,80.0,132.0,88,6,5,1041,1959,1959,124500
1363,0,2,No,650,Blq,178,288,Unf,1951,1363,TA,14559.0,75.0,70.0,42,7,5,1008,1951,2000,164900
1368,0,2,No,0,Unf,1368,474,None,2005,1368,Gd,6792.0,40.0,94.0,35,5,7,1368,2005,2006,202665
864,0,3,No,521,Blq,169,624,None,1964,864,TA,9100.0,70.0,0.0,0,5,5,864,1958,1958,129900
1080,0,3,No,336,Alq,748,484,Unf,1983,1080,TA,9187.0,71.0,0.0,0,5,6,1084,1983,1983,134000
789,0,2,No,0,Unf,768,200,Unf,1926,789,TA,10594.0,55.0,0.0,0,5,5,768,1926,1950,96500
2020,0,3,No,1436,Glq,570,900,Fin,2009,2020,Ex,12220.0,94.0,305.0,54,5,10,2006,2009,2009,402861
1378,741,3,No,0,Unf,689,583,None,1972,2119,TA,10448.0,69.0,333.0,104,6,6,689,1972,1972,158000
1277,1067,3,No,0,Unf,1264,889,Rfn,1996,2344,Gd,10208.0,79.0,921.0,0,5,7,1264,1996,1997,265000
882,914,3,Mn,706,Glq,88,546,Rfn,1998,1796,TA,9531.0,69.0,0.0,36,5,6,794,1998,1998,211000
1276,804,3,No,0,Unf,1276,282,Unf,1926,2080,Gd,10918.0,53.0,0.0,0,9,7,1276,1926,2004,234000
694,600,3,None,0,None,0,0,None,0,1294,TA,10800.0,60.0,0.0,114,7,4,0,1900,2000,106250
1244,0,3,No,777,Rec,467,336,Unf,1957,1244,TA,11988.0,90.0,0.0,40,6,6,1244,1957,1957,150000
1004,0,3,No,399,Alq,605,420,None,1950,1664,TA,5000.0,50.0,0.0,24,7,6,1004,1947,1950,159000
3138,1538,3,Gd,2260,Glq,878,884,Fin,2007,4676,Ex,37567.64000000022,130.0,762.0,406,5,10,3138,2007,2008,184750
1383,1015,3,No,719,None,660,834,Fin,1996,2398,Gd,11787.0,95.0,594.0,60,5,7,1379,1996,1997,315750
1266,0,3,No,0,Unf,1257,453,Unf,2005,1266,Gd,7500.0,62.0,0.0,144,5,7,1257,2005,2005,176000
928,0,2,No,377,Rec,551,252,Unf,1956,928,TA,13300.0,70.0,0.0,0,7,5,928,1956,2000,132000
1476,1237,3,Av,1330,Glq,122,858,Fin,2008,2713,Ex,14948.0,67.0,268.0,66,5,9,1452,2008,2008,446261
605,0,2,Mn,348,None,180,0,None,0,605,TA,9098.0,58.0,0.0,0,7,4,528,1920,2002,86000
2515,0,4,No,1219,Rec,816,484,None,1975,2515,TA,32668.0,69.0,0.0,0,3,6,2035,1957,1975,200624
1509,0,3,Av,783,Glq,678,600,Rfn,1988,1509,Gd,10200.0,85.0,219.0,0,5,6,1461,1988,1989,175000
751,611,3,Mn,0,Unf,611,502,Fin,1920,1362,TA,6155.0,60.0,0.0,0,8,6,611,1920,1999,128000
827,0,2,None,0,None,0,392,None,1967,827,TA,7200.0,60.0,0.0,0,7,5,0,1955,2007,107500
334,0,1,None,0,None,0,0,None,0,334,Fa,5000.0,50.0,0.0,0,3,1,0,1946,1950,39300
707,707,3,Av,0,Unf,707,403,Fin,2004,1414,Gd,9056.0,74.0,0.0,35,5,8,707,2004,2004,178000
820,527,3,Gd,969,Glq,148,0,None,0,1347,TA,7000.0,70.0,0.0,0,7,5,1117,1910,1991,107500
880,844,3,Av,0,Unf,880,527,Fin,1998,1724,Gd,8924.0,57.0,0.0,155,5,7,880,1998,1999,188000
864,0,3,No,600,Blq,264,576,Unf,1980,864,TA,12735.0,69.0,0.0,0,5,4,864,1972,1972,111250
1159,0,3,No,673,Blq,378,336,Unf,1968,1159,TA,11553.0,69.0,188.0,0,5,5,1051,1968,1968,158000
1601,0,3,Av,1358,Glq,223,670,Rfn,2001,1601,Gd,11423.0,69.0,479.0,0,5,8,1581,2001,2002,272000
1838,0,2,Av,1260,Glq,578,765,None,2006,1838,Ex,14601.0,85.0,584.0,68,5,9,1838,2006,2006,315000
997,1288,4,No,0,Unf,969,648,Fin,2000,2285,Gd,11000.0,69.0,72.0,56,5,8,969,2000,2000,248000
1680,0,3,No,144,Lwq,379,583,Fin,1998,1680,Gd,10140.0,78.0,0.0,73,5,7,1650,1998,1999,213250
767,0,1,Av,584,Glq,0,367,Fin,1998,767,TA,4058.0,34.0,182.0,40,5,7,723,1998,1998,133000
664,0,3,Av,554,Glq,100,426,Rfn,2006,1496,Gd,17104.0,58.0,0.0,24,5,7,654,2006,2006,179665
1377,806,4,No,1002,Glq,0,786,Unf,1988,2183,Gd,13837.0,69.0,178.0,0,5,7,1204,1988,1988,229000
915,720,3,No,300,Rec,765,440,Unf,1950,1635,TA,8737.0,70.0,0.0,38,7,6,1065,1923,1950,210000
768,0,2,Av,619,Alq,149,624,Unf,1987,768,TA,7244.0,54.0,0.0,0,7,5,768,1970,1970,129500
825,0,2,No,180,Lwq,0,720,Rfn,1963,825,TA,8235.0,49.0,0.0,50,7,5,825,1955,1995,125000
912,1182,4,No,0,Unf,912,615,Fin,2003,2094,Gd,9375.0,75.0,0.0,182,5,7,912,2003,2004,263000
1069,0,2,No,559,Alq,510,440,Rfn,1977,1069,TA,4043.0,53.0,0.0,55,6,6,1069,1977,1977,140000
928,0,3,No,308,Rec,620,288,Fin,1957,928,TA,6000.0,50.0,0.0,0,6,5,928,1957,1957,112500
1717,0,3,Av,0,Unf,1709,908,Rfn,2006,1717,Gd,11146.0,87.0,250.0,39,5,8,1709,2006,2006,255500
1126,0,2,None,0,None,0,520,Fin,2002,1126,Gd,8777.0,67.0,0.0,96,5,4,0,1949,2003,108000
1006,1040,3,No,866,Glq,132,871,Rfn,2003,2046,Gd,10625.0,85.0,292.0,62,5,7,998,2003,2004,284000
1048,0,2,No,0,Unf,993,280,Unf,1922,1048,TA,6380.0,58.0,0.0,0,6,5,993,1922,1950,113000
1092,0,2,No,895,Rec,197,299,Fin,1957,1092,TA,14850.0,69.0,0.0,0,5,5,1092,1957,1957,141000
897,439,3,No,637,Rec,0,570,Unf,1994,1336,TA,11040.0,60.0,0.0,47,6,4,637,1920,1950,108000
729,717,3,Gd,604,Glq,125,406,Unf,1996,1446,TA,21872.0,57.0,0.0,22,5,7,729,1996,1997,175000
1557,0,2,Gd,0,Unf,1374,420,Fin,2003,1557,Gd,3196.0,69.0,18.0,20,5,7,1374,2003,2004,234000
1392,0,3,No,1302,None,90,528,Unf,1957,1392,TA,11341.0,69.0,180.0,0,6,5,1392,1957,1996,121500
1389,0,2,Av,1071,Alq,195,418,Rfn,1975,1389,TA,10010.0,77.0,0.0,38,5,5,1389,1974,1975,170000
996,0,3,No,290,Blq,706,0,None,0,996,TA,13907.0,63.0,0.0,0,6,5,996,1940,1969,108000
1163,511,4,Mn,0,Unf,1163,396,Fin,1955,1674,TA,21780.0,66.0,0.0,36,7,6,1163,1918,1950,185000
1166,1129,4,No,728,Glq,367,590,Rfn,1992,2295,Gd,13346.0,69.0,0.0,40,5,7,1095,1992,2000,268000
841,806,4,No,0,Unf,806,216,Unf,1920,1647,Fa,6858.0,66.0,0.0,66,4,6,806,1915,1950,128000
1134,1370,4,No,0,Unf,1122,656,Fin,2005,2504,Ex,11198.0,77.0,245.0,39,5,9,1122,2005,2007,325000
1535,0,3,No,2,Glq,1515,532,Rfn,2004,1535,Gd,10171.0,70.0,168.0,0,5,7,1517,2004,2004,214000
1496,636,1,Gd,1441,Glq,55,612,Fin,1983,2132,Gd,12327.0,79.0,0.0,40,8,8,1496,1983,2009,316600
943,0,2,Gd,943,Glq,0,600,Unf,1979,943,TA,7032.0,69.0,0.0,0,5,5,943,1979,1979,135960
1728,0,6,No,231,Lwq,1497,576,Unf,1987,1728,TA,13101.0,74.0,108.0,0,5,5,1728,1965,1965,142600
864,0,2,No,414,None,450,288,Unf,1959,864,Gd,7332.0,60.0,207.0,0,6,6,864,1959,1959,120000
846,846,3,Av,0,Unf,846,650,Rfn,2009,1692,Gd,13159.0,83.0,0.0,114,5,7,846,2009,2009,224500
774,656,3,No,0,None,384,400,Rfn,2000,1430,TA,9967.0,76.0,0.0,0,5,7,384,2000,2000,170000
576,533,3,Av,349,Alq,23,288,Unf,1971,1109,TA,10500.0,70.0,82.0,0,7,5,372,1971,2005,139000
832,384,2,No,442,Rec,390,336,Unf,1947,1216,TA,8480.0,80.0,0.0,0,5,5,832,1947,1950,118500
877,600,3,No,0,Unf,861,216,Unf,1928,1477,TA,6292.0,52.0,0.0,50,7,7,861,1928,1950,145000
1320,0,3,Av,328,Lwq,285,564,None,1966,1320,TA,11777.0,96.0,97.0,68,6,5,1164,1966,1966,164500
703,689,2,No,0,Unf,689,540,Unf,2007,1392,Gd,3604.0,34.0,0.0,102,5,7,689,2007,2007,146000
1050,745,4,No,0,Unf,1050,352,Unf,1954,1795,TA,12150.0,81.0,335.0,0,5,5,1050,1954,1954,131500
1429,0,3,No,594,Blq,331,572,Unf,1960,1429,Gd,14585.0,69.0,85.0,110,6,6,1144,1960,1987,181900
2042,0,3,No,0,None,2042,1390,Rfn,2009,2042,Ex,12704.0,98.0,306.0,90,5,8,2042,2008,2009,253293
816,0,3,Av,816,Glq,0,0,None,0,816,TA,11841.0,81.0,104.0,32,5,6,816,1990,1990,118500
1521,0,0,No,0,Unf,1237,880,Unf,1988,2775,Gd,13500.0,75.0,0.0,502,9,10,1237,1893,2000,325000
989,584,3,No,0,None,884,240,Unf,1935,1573,Gd,6120.0,51.0,0.0,0,7,4,884,1935,1995,133000
2028,0,2,Gd,1460,Glq,408,880,Rfn,2005,2028,Gd,11443.0,88.0,208.0,66,5,8,1868,2005,2006,369900
838,0,2,Mn,210,Rec,0,275,Fin,1961,838,Fa,10267.0,55.0,0.0,0,7,6,816,1918,2000,130000
860,0,2,Av,672,Alq,168,528,Unf,1996,860,TA,8740.0,74.0,0.0,0,6,5,840,1982,1982,137000
1473,0,1,Gd,1324,Glq,113,452,Unf,1968,1473,Ex,25095.0,65.0,0.0,48,8,5,1437,1968,2003,143000
779,0,2,No,0,Unf,742,308,Unf,1988,935,TA,9100.0,50.0,0.0,0,6,5,742,1930,1960,79500
770,812,3,No,490,Glq,280,520,Rfn,2004,1582,Gd,8320.0,64.0,0.0,45,5,7,770,2004,2004,185900
1728,568,3,Gd,1338,Glq,384,842,Rfn,2008,2296,Ex,13478.0,97.0,420.0,274,5,10,1722,2008,2008,451950
816,0,2,No,816,None,0,816,Fin,1985,816,TA,6600.0,60.0,0.0,0,8,5,816,1982,2003,138000
848,0,1,Av,685,Glq,163,420,None,2003,848,Gd,4435.0,69.0,170.0,0,5,6,848,2003,2003,140000
924,0,3,No,0,Unf,924,280,Unf,1981,924,TA,7990.0,88.0,0.0,0,6,5,924,1975,1975,110000
1826,0,3,Gd,1422,Glq,392,758,None,2005,1826,Gd,11302.0,69.0,238.0,75,5,8,1814,2005,2006,319000
684,684,3,No,0,Unf,684,216,Unf,1930,1368,TA,3600.0,60.0,0.0,158,7,6,684,1910,1993,114504
1402,0,2,Av,0,Unf,1258,648,Fin,2006,1402,Gd,3922.0,53.0,72.0,16,5,7,1258,2006,2007,194201
1647,0,3,Mn,1283,Alq,0,621,Fin,1977,1647,Gd,12984.0,80.0,459.0,0,6,5,1430,1977,1977,217500
716,840,3,No,81,None,23,452,Fin,1980,1556,TA,1950.0,24.0,0.0,0,6,6,716,1980,1980,151000
1058,846,3,Av,546,Glq,512,736,Fin,2003,1904,Ex,10927.0,74.0,280.0,60,5,8,1058,2005,2005,275000
780,595,3,No,0,None,780,544,Unf,1979,1375,Gd,9000.0,50.0,0.0,162,6,6,780,1937,1950,141000
927,988,3,Mn,789,Glq,119,506,Fin,1992,1915,Gd,10041.0,80.0,0.0,150,5,8,908,1992,1992,220000
600,600,2,No,0,Unf,600,480,Rfn,2004,1200,Gd,3182.0,30.0,0.0,172,5,7,600,2004,2005,151000
1494,0,0,Mn,922,Glq,572,530,Rfn,2002,1494,Gd,12803.0,88.0,99.0,36,5,7,1494,2002,2002,221000
1186,800,3,No,454,Blq,314,486,Unf,1965,1986,TA,13600.0,85.0,176.0,42,6,7,768,1965,1990,205000
1040,0,3,No,732,Glq,308,576,None,2000,1040,Gd,12464.0,82.0,0.0,0,5,5,1040,1996,1996,152000
1112,896,3,No,603,Glq,293,230,Unf,1948,2008,Ex,7800.0,78.0,0.0,0,8,5,896,1948,2002,225000
1940,1254,4,Mn,428,Blq,537,380,Unf,1934,3194,TA,12168.0,78.0,0.0,0,6,8,965,1934,1998,359100
1029,0,3,Mn,903,Rec,126,261,Unf,1961,1029,TA,7943.0,61.0,192.0,0,5,4,1029,1961,1961,118500
1476,677,3,Mn,904,Glq,536,736,Fin,2000,2153,Ex,11050.0,69.0,204.0,142,5,9,1440,2000,2000,313000
1032,0,3,Av,605,Alq,427,564,Unf,1978,1032,TA,10395.0,69.0,233.0,0,6,6,1032,1978,1978,148000
1299,573,3,Av,990,Glq,309,531,Rfn,2001,1872,Ex,11885.0,69.0,108.0,122,5,8,1299,2001,2001,261500
1120,0,0,No,206,Alq,914,0,None,0,1120,TA,8402.0,70.0,0.0,30,5,5,1120,2007,2007,147000
630,0,1,Av,150,Lwq,0,0,None,0,630,TA,1491.0,21.0,0.0,24,6,4,630,1972,1972,75500
1054,0,3,Gd,763,Glq,173,480,Rfn,1963,1054,Gd,8800.0,80.0,156.0,0,7,6,936,1963,1963,137500
807,702,3,No,457,Glq,326,393,Fin,2002,1509,Gd,7861.0,69.0,0.0,75,5,6,783,2002,2003,183200
832,0,2,No,0,Unf,832,528,Unf,1962,832,Gd,7227.0,59.0,0.0,0,6,6,832,1954,1954,105500
1828,0,0,Av,48,None,1774,774,Unf,2007,1828,Gd,11694.0,90.0,452.0,108,5,9,1822,2007,2007,314813
1482,780,0,Gd,871,Glq,611,749,Fin,2003,2262,Gd,12244.0,85.0,226.0,0,5,8,1482,2003,2003,305000
864,0,2,No,41,Blq,823,0,None,0,864,TA,8248.0,45.0,0.0,0,3,3,864,1914,1950,67000
1548,1066,4,No,956,Alq,384,624,Rfn,1974,2614,TA,10800.0,90.0,0.0,243,7,6,1522,1974,1997,240000
980,0,3,No,560,Blq,420,484,Unf,1986,980,TA,7064.0,71.0,153.0,0,6,5,980,1977,1977,135000
756,756,2,No,420,Glq,336,440,Unf,2000,1512,Gd,2117.0,69.0,513.0,32,5,6,756,2000,2000,168500
1012,778,4,No,247,Rec,485,484,Rfn,1972,1790,TA,10400.0,80.0,288.0,0,5,6,732,1972,1972,165150
1116,0,3,No,0,Unf,1116,440,Unf,1962,1116,TA,10000.0,87.0,261.0,0,6,6,1116,1962,1962,160000
1422,0,3,No,0,Unf,978,286,Rfn,1960,1422,TA,12342.0,69.0,0.0,0,5,5,978,1960,1978,139900
1520,0,3,Av,674,Blq,350,364,Rfn,1955,1520,TA,9600.0,80.0,164.0,0,6,6,1156,1955,1972,153000
1040,1040,5,Av,650,Rec,390,504,Unf,1969,2080,Fa,11606.0,70.0,192.0,0,5,5,1040,1969,1969,135000
1350,0,3,Gd,624,Glq,288,520,Rfn,1964,1350,TA,9020.0,82.0,259.0,0,5,6,1248,1964,1964,168500
1089,661,3,No,0,Unf,636,240,Unf,1937,1750,Ex,9000.0,50.0,0.0,0,6,5,636,1880,1991,124000
1554,0,2,Mn,24,Glq,1530,627,Rfn,2006,1554,Gd,4590.0,34.0,108.0,73,5,8,1554,2006,2006,209500
1411,0,3,No,822,Alq,564,544,Fin,1977,1411,TA,11900.0,85.0,209.0,0,5,7,1386,1977,1977,82500
1056,0,3,No,480,Blq,108,260,Unf,1954,1056,TA,9250.0,80.0,0.0,0,7,5,1056,1954,2005,139400
1056,0,0,No,1056,Glq,0,576,Unf,1980,1056,TA,6979.0,64.0,0.0,56,5,6,1056,1980,1980,144000
1440,1440,8,No,256,Lwq,1184,0,None,0,3395,Fa,10896.0,60.0,0.0,110,7,6,1440,1914,1995,200000
800,0,1,No,0,Unf,264,0,None,0,800,Fa,6120.0,51.0,0.0,0,3,2,264,1936,1950,60000
811,576,3,No,0,Unf,811,256,Unf,1954,1387,Gd,6000.0,50.0,0.0,0,4,5,811,1954,1954,93000
796,0,2,No,0,Unf,796,0,None,0,796,TA,8777.0,67.0,0.0,0,7,5,796,1910,1950,85000
1567,0,1,Av,1154,Glq,366,648,Fin,2006,1567,Ex,3982.0,53.0,0.0,0,5,8,1520,2006,2006,264561
1518,0,1,Gd,1218,Glq,300,588,Rfn,2003,1518,Ex,12677.0,62.0,472.0,140,5,8,1518,2003,2004,274000
1057,872,3,No,738,None,319,650,Fin,2001,1929,Gd,7050.0,69.0,0.0,235,5,7,1057,2001,2001,226000
2000,704,4,Gd,1410,None,542,538,Fin,1972,2704,Ex,13860.0,75.0,0.0,111,7,8,1952,1972,1995,345000
780,840,4,No,493,Rec,0,462,Fin,1969,1620,TA,10793.0,80.0,263.0,0,5,5,780,1969,1969,152000
1766,0,0,Mn,1121,Glq,645,478,Fin,2009,1766,Ex,9187.0,85.0,162.0,130,5,9,1766,2009,2009,370878
981,0,3,No,282,Alq,664,576,Unf,1979,981,TA,10530.0,69.0,0.0,312,5,6,981,1971,1971,143250
1048,0,3,None,0,None,0,420,Unf,1950,1048,TA,7200.0,60.0,0.0,27,5,5,0,1950,1950,98300
1094,0,3,Mn,500,Rec,594,495,None,1953,1094,TA,10452.0,85.0,216.0,0,5,6,1094,1953,1953,155000
1051,788,4,No,0,Unf,756,442,Unf,1966,1839,TA,7700.0,70.0,351.0,124,5,6,756,1966,1966,155000
630,0,1,Av,131,Blq,0,0,None,0,630,TA,1936.0,21.0,0.0,0,6,4,630,1970,1970,84500
822,843,3,No,0,Unf,813,562,Rfn,2007,1665,Gd,8125.0,65.0,0.0,0,6,7,813,2007,2007,205950
755,755,4,Mn,0,Unf,755,296,None,1940,1510,TA,9084.0,60.0,0.0,0,5,4,755,1940,1950,108000
909,807,2,No,0,Unf,880,512,Rfn,1996,1716,Gd,8750.0,70.0,0.0,120,5,7,880,1996,1996,191000
